0,Aasen,Germany,1,47.983,8.55,717
Date (MM/DD/YYYY),Time (HH:MM),GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),Dry-bulb (C),Pressure (mbar),Alb
05/27/2021,18:00:00,87.00833,144.31632186563587,62.25364481397176,14.60833,1013.0,0.25
05/27/2021,19:00:00,72.68333,0.0,72.68333,15.35833,1013.0,0.25
05/27/2021,20:00:00,18.975,,,15.20833,1013.0,0.25
05/27/2021,21:00:00,1.611111,,,8.183333,1013.0,0.25
05/27/2021,22:00:00,,,,5.208333,1013.0,0.25
05/27/2021,23:00:00,,,,4.0,1013.0,0.25
05/28/2021,00:00:00,,,,3.083333,1013.0,0.25
05/28/2021,01:00:00,,,,3.366667,1013.0,0.25
05/28/2021,02:00:00,,,,1.983333,1013.0,0.25
05/28/2021,03:00:00,,,,0.9166667,1013.0,0.25
05/28/2021,04:00:00,,,,0.1083333,1013.0,0.25
05/28/2021,05:00:00,2.0,0.0,2.0,-0.2166667,1013.0,0.25
05/28/2021,06:00:00,11.23333,0.0,11.23333,4.291667,1013.0,0.25
05/28/2021,07:00:00,38.75833,0.0,38.75833,12.85833,1013.0,0.25
05/28/2021,08:00:00,113.2,0.0,113.2,14.55,1013.0,0.25
05/28/2021,09:00:00,138.075,0.0,138.075,16.0,1013.0,0.25
05/28/2021,10:00:00,191.4583,1.5848947900303059,190.10713935669057,16.45833,1013.0,0.25
05/28/2021,11:00:00,248.9417,2.78411193881396,246.46347049809984,18.33333,1013.0,0.25
05/28/2021,12:00:00,334.5167,14.257925136026952,321.88949492178835,18.31667,1013.0,0.25
05/28/2021,13:00:00,305.7083,12.692093579726018,295.05565184503916,18.24167,1013.0,0.25
05/28/2021,14:00:00,367.625,44.094321221756125,334.36250161746904,19.05833,1013.0,0.25
05/28/2021,15:00:00,363.75,110.12990130986455,293.6498331306775,20.18333,1013.0,0.25
05/28/2021,16:00:00,305.1667,167.6020900706129,222.39396231182138,20.61667,1013.0,0.25
05/28/2021,17:00:00,245.075,356.8458532539018,125.14027860302694,21.45833,1013.0,0.25
05/28/2021,18:00:00,171.6667,454.43191276113083,92.60895742428943,19.45833,1013.0,0.25
05/28/2021,19:00:00,80.7,0.0,80.7,19.19167,1013.0,0.25
05/28/2021,20:00:00,18.89167,,,16.625,1013.0,0.25
05/28/2021,21:00:00,1.444444,,,12.44167,1013.0,0.25
05/28/2021,22:00:00,,,,11.575,1013.0,0.25
05/28/2021,23:00:00,,,,10.66667,1013.0,0.25
05/29/2021,00:00:00,,,,9.541667,1013.0,0.25
05/29/2021,01:00:00,,,,8.725,1013.0,0.25
05/29/2021,02:00:00,,,,8.2375,1013.0,0.25
05/29/2021,03:00:00,,,,7.858333,1013.0,0.25
05/29/2021,04:00:00,,,,7.5,1013.0,0.25
05/29/2021,05:00:00,1.327273,0.0,1.327273,7.725,1013.0,0.25
05/29/2021,06:00:00,11.58333,0.0,11.58333,8.575,1013.0,0.25
05/29/2021,07:00:00,31.64167,0.0,31.64167,9.366667,1013.0,0.25
05/29/2021,08:00:00,65.16666,0.0,65.16666,10.00833,1013.0,0.25
05/29/2021,09:00:00,162.6333,0.5836992225929498,162.1800267123508,15.55,1013.0,0.25
05/29/2021,10:00:00,229.7083,2.371315102762532,227.68389690208562,16.325,1013.0,0.25
05/29/2021,11:00:00,316.7083,11.596415761706549,306.3717562979691,17.05833,1013.0,0.25
05/29/2021,12:00:00,311.3333,11.240580715622796,301.3635474869601,17.525,1013.0,0.25
05/29/2021,13:00:00,327.075,14.660829792769794,314.7487051001292,18.1,1013.0,0.25
05/29/2021,14:00:00,283.8583,11.537687641115463,275.136192852047,18.78333,1013.0,0.25
05/29/2021,15:00:00,208.7667,5.83493379883219,205.04208579014443,19.11667,1013.0,0.25
05/29/2021,16:00:00,201.875,29.662504617117534,187.16622506239491,19.15833,1013.0,0.25
05/29/2021,17:00:00,252.3833,312.65685293624296,146.61230635064186,21.0,1013.0,0.25
05/29/2021,18:00:00,168.8917,459.39430307147484,87.87858052863676,20.34167,1013.0,0.25
05/29/2021,19:00:00,82.05833,0.0,82.05833,18.95833,1013.0,0.25
05/29/2021,20:00:00,18.95833,,,16.33333,1013.0,0.25
05/29/2021,21:00:00,1.944444,,,12.08333,1013.0,0.25
05/29/2021,22:00:00,,,,8.608334,1013.0,0.25
05/29/2021,23:00:00,,,,5.366667,1013.0,0.25
05/30/2021,00:00:00,,,,3.733333,1013.0,0.25
05/30/2021,01:00:00,,,,2.483333,1013.0,0.25
05/30/2021,02:00:00,,,,1.575,1013.0,0.25
05/30/2021,03:00:00,,,,0.8166667,1013.0,0.25
05/30/2021,04:00:00,,,,0.1583333,1013.0,0.25
05/30/2021,05:00:00,2.236364,0.0,2.236364,0.008333334,1013.0,0.25
05/30/2021,06:00:00,9.608334,0.0,9.608334,7.716667,1013.0,0.25
05/30/2021,07:00:00,38.48333,0.0,38.48333,14.675,1013.0,0.25
05/30/2021,08:00:00,114.5833,0.0,114.5833,16.40833,1013.0,0.25
05/30/2021,09:00:00,201.1083,1.5983976176166919,199.86527420035662,15.2,1013.0,0.25
05/30/2021,10:00:00,252.5417,2.8396815626590364,250.11428214282662,15.56667,1013.0,0.25
05/30/2021,11:00:00,338.625,14.46719816079148,325.71271139927006,16.26667,1013.0,0.25
05/30/2021,12:00:00,392.75,23.402308714971547,371.9639636070159,16.74167,1013.0,0.25
05/30/2021,13:00:00,395.7917,28.645910869790956,371.66717228588476,17.20833,1013.0,0.25
05/30/2021,14:00:00,391.5083,63.59464367688318,343.3331354140249,17.99167,1013.0,0.25
05/30/2021,15:00:00,364.8667,108.75330436281416,295.25507932335665,18.675,1013.0,0.25
05/30/2021,16:00:00,319.3667,192.36542138591892,223.60252861603374,18.925,1013.0,0.25
05/30/2021,17:00:00,231.45,283.8477328767609,134.81676770484682,19.38333,1013.0,0.25
05/30/2021,18:00:00,166.8917,465.21346511707003,83.77610717034351,19.225,1013.0,0.25
05/30/2021,19:00:00,81.9,0.0,81.9,18.30833,1013.0,0.25
05/30/2021,20:00:00,19.96667,,,16.76667,1013.0,0.25
05/30/2021,21:00:00,2.133333,,,12.075,1013.0,0.25
05/30/2021,22:00:00,,,,8.05,1013.0,0.25
05/30/2021,23:00:00,,,,4.341667,1013.0,0.25
05/31/2021,00:00:00,,,,3.091667,1013.0,0.25
05/31/2021,01:00:00,,,,2.133333,1013.0,0.25
05/31/2021,02:00:00,,,,1.408333,1013.0,0.25
05/31/2021,03:00:00,,,,1.025,1013.0,0.25
05/31/2021,04:00:00,,,,-0.075,1013.0,0.25
05/31/2021,05:00:00,2.141667,0.0,2.141667,0.2416667,1013.0,0.25
05/31/2021,06:00:00,9.7,0.0,9.7,7.375,1013.0,0.25
05/31/2021,07:00:00,39.675,0.0,39.675,14.35,1013.0,0.25
05/31/2021,08:00:00,115.7917,0.0,115.7917,17.59167,1013.0,0.25
05/31/2021,09:00:00,202.5333,1.6367439054812496,201.25874270118302,16.13333,1013.0,0.25
05/31/2021,10:00:00,279.8333,9.82093310442472,271.4278442200508,16.45,1013.0,0.25
05/31/2021,11:00:00,339.8167,14.56758768729548,326.79869306845194,18.41667,1013.0,0.25
05/31/2021,12:00:00,380.8333,20.95185144984527,362.19846206787804,18.40833,1013.0,0.25
05/31/2021,13:00:00,398.7167,30.916007255282487,372.63869084376097,19.3,1013.0,0.25
05/31/2021,14:00:00,393.75,64.52958716403252,344.76859292969624,20.84167,1013.0,0.25
05/31/2021,15:00:00,364.1333,106.58905223403185,295.7250998201423,21.86667,1013.0,0.25
05/31/2021,16:00:00,314.7833,179.33653175163104,225.16457934249797,22.11667,1013.0,0.25
05/31/2021,17:00:00,250.8583,374.4464889239127,122.60108115351693,21.68333,1013.0,0.25
05/31/2021,18:00:00,168.375,468.0351804841028,83.70279214496877,20.75,1013.0,0.25
05/31/2021,19:00:00,82.45833,0.0,82.45833,19.76667,1013.0,0.25
05/31/2021,20:00:00,20.025,,,18.10833,1013.0,0.25
05/31/2021,21:00:00,1.95,,,13.11667,1013.0,0.25
05/31/2021,22:00:00,,,,8.983334,1013.0,0.25
05/31/2021,23:00:00,,,,8.175,1013.0,0.25
06/01/2021,00:00:00,,,,5.941667,1013.0,0.25
06/01/2021,01:00:00,,,,4.566667,1013.0,0.25
06/01/2021,02:00:00,,,,3.016667,1013.0,0.25
06/01/2021,03:00:00,,,,2.583333,1013.0,0.25
06/01/2021,04:00:00,,,,1.425,1013.0,0.25
06/01/2021,05:00:00,2.275,0.0,2.275,0.8,1013.0,0.25
06/01/2021,06:00:00,10.20833,0.0,10.20833,8.483334,1013.0,0.25
06/01/2021,07:00:00,36.225,0.0,36.225,15.025,1013.0,0.25
06/01/2021,08:00:00,114.65,0.0,114.65,18.6,1013.0,0.25
06/01/2021,09:00:00,199.4083,1.5630733752616985,198.18958864214687,18.15833,1013.0,0.25
06/01/2021,10:00:00,275.1417,9.457703546473587,267.03778838203505,20.375,1013.0,0.25
06/01/2021,11:00:00,335.05,13.99377355464357,322.5300978135574,21.3,1013.0,0.25
06/01/2021,12:00:00,373.5667,19.574582786699413,356.1342232596589,22.68333,1013.0,0.25
06/01/2021,13:00:00,392.9417,27.522751604325624,369.6902223456551,22.8,1013.0,0.25
06/01/2021,14:00:00,363.3833,30.976452383303087,339.8250249454,23.95,1013.0,0.25
06/01/2021,15:00:00,362.5083,112.21865508934921,290.3013092672564,24.18333,1013.0,0.25
06/01/2021,16:00:00,310.1083,166.81510819422203,226.43906132124454,24.49167,1013.0,0.25
06/01/2021,17:00:00,253.1833,377.70525178461907,123.04504239505536,24.71667,1013.0,0.25
06/01/2021,18:00:00,165.9167,474.7029305172607,79.00202958980756,23.36667,1013.0,0.25
06/01/2021,19:00:00,82.1,0.0,82.1,22.56667,1013.0,0.25
06/01/2021,20:00:00,20.31667,,,20.93333,1013.0,0.25
06/01/2021,21:00:00,2.06,,,13.66667,1013.0,0.25
06/01/2021,22:00:00,,,,10.375,1013.0,0.25
06/01/2021,23:00:00,,,,7.783333,1013.0,0.25
06/02/2021,00:00:00,,,,6.191667,1013.0,0.25
06/02/2021,01:00:00,,,,5.275,1013.0,0.25
06/02/2021,02:00:00,,,,3.858333,1013.0,0.25
06/02/2021,03:00:00,,,,3.25,1013.0,0.25
06/02/2021,04:00:00,,,,2.6,1013.0,0.25
06/02/2021,05:00:00,2.233333,0.0,2.233333,1.983333,1013.0,0.25
06/02/2021,06:00:00,10.85833,0.0,10.85833,9.775,1013.0,0.25
06/02/2021,07:00:00,37.14167,0.0,37.14167,16.38333,1013.0,0.25
06/02/2021,08:00:00,112.3417,0.0,112.3417,18.375,1013.0,0.25
06/02/2021,09:00:00,194.925,1.4564336015110828,193.78811869408423,20.1,1013.0,0.25
06/02/2021,10:00:00,269.0,3.2171756836907983,266.24036559455857,21.86667,1013.0,0.25
06/02/2021,11:00:00,330.2,12.739075466882186,318.79002379004874,24.03333,1013.0,0.25
06/02/2021,12:00:00,360.0667,19.887045468447454,342.33405254105537,25.75833,1013.0,0.25
06/02/2021,13:00:00,138.3,0.0,138.3,24.09167,1013.0,0.25
06/02/2021,14:00:00,83.73334,0.0,83.73334,22.05,1013.0,0.25
06/02/2021,15:00:00,162.7583,0.22919550365484317,162.61045684843242,,1013.0,0.25
06/02/2021,16:00:00,129.3,0.0,129.3,21.85,1013.0,0.25
06/02/2021,17:00:00,219.475,230.420217842404,139.6311019577875,24.55,1013.0,0.25
06/02/2021,18:00:00,99.16666,159.84615263850563,69.56177548062071,23.58333,1013.0,0.25
06/02/2021,19:00:00,53.44167,0.0,53.44167,22.51667,1013.0,0.25
06/02/2021,20:00:00,13.0,,,19.85833,1013.0,0.25
06/02/2021,21:00:00,1.42,,,17.44167,1013.0,0.25
06/02/2021,22:00:00,,,,15.1,1013.0,0.25
06/02/2021,23:00:00,,,,13.875,1013.0,0.25
06/03/2021,00:00:00,,,,12.8,1013.0,0.25
06/03/2021,01:00:00,,,,13.89167,1013.0,0.25
06/03/2021,02:00:00,,,,13.40833,1013.0,0.25
06/03/2021,03:00:00,,,,12.60833,1013.0,0.25
06/03/2021,04:00:00,,,,11.23333,1013.0,0.25
06/03/2021,05:00:00,2.033333,0.0,2.033333,10.36667,1013.0,0.25
06/03/2021,06:00:00,14.88333,0.0,14.88333,12.44167,1013.0,0.25
06/03/2021,07:00:00,58.56667,0.0,58.56667,16.88333,1013.0,0.25
06/03/2021,08:00:00,91.7,0.0,91.7,17.89167,1013.0,0.25
06/03/2021,09:00:00,184.6,1.2037351565583623,183.65936978649233,20.225,1013.0,0.25
06/03/2021,10:00:00,223.425,2.2620151862677442,221.48273822698397,21.08333,1013.0,0.25
06/03/2021,11:00:00,334.8167,15.937795812039939,320.52685122176183,22.98333,1013.0,0.25
06/03/2021,12:00:00,257.9,2.951998455636123,255.264701823027,21.6,1013.0,0.25
06/03/2021,13:00:00,182.175,1.3553599291934848,181.02666729099164,22.125,1013.0,0.25
06/03/2021,14:00:00,81.60834,0.0,81.60834,20.41667,1013.0,0.25
06/03/2021,15:00:00,116.9167,0.0,116.9167,18.60833,1013.0,0.25
06/03/2021,16:00:00,105.4167,0.0,105.4167,20.04167,1013.0,0.25
06/03/2021,17:00:00,194.2833,157.1330183212426,139.5354134032435,22.99167,1013.0,0.25
06/03/2021,18:00:00,58.00834,0.0,58.00834,22.575,1013.0,0.25
06/03/2021,19:00:00,28.03333,0.0,28.03333,21.05,1013.0,0.25
06/03/2021,20:00:00,16.85833,,,21.9,1013.0,0.25
06/03/2021,21:00:00,1.56,,,18.05833,1013.0,0.25
06/03/2021,22:00:00,,,,15.33333,1013.0,0.25
06/03/2021,23:00:00,,,,13.65833,1013.0,0.25
06/04/2021,00:00:00,,,,11.96667,1013.0,0.25
06/04/2021,01:00:00,,,,10.69167,1013.0,0.25
06/04/2021,02:00:00,,,,10.09167,1013.0,0.25
06/04/2021,03:00:00,,,,10.03333,1013.0,0.25
06/04/2021,04:00:00,,,,9.7,1013.0,0.25
06/04/2021,05:00:00,3.766667,0.0,3.766667,9.575,1013.0,0.25
06/04/2021,06:00:00,26.35833,0.0,26.35833,11.575,1013.0,0.25
06/04/2021,07:00:00,53.30833,0.0,53.30833,13.79167,1013.0,0.25
06/04/2021,08:00:00,87.64166,0.0,87.64166,17.1,1013.0,0.25
06/04/2021,09:00:00,86.475,0.0,86.475,17.90833,1013.0,0.25
06/04/2021,10:00:00,127.3667,0.0,127.3667,19.15,1013.0,0.25
06/04/2021,11:00:00,145.1333,0.18462312536542014,144.96760472223949,19.50833,1013.0,0.25
06/04/2021,12:00:00,157.75,0.6301383184023441,157.18683760602843,20.41667,1013.0,0.25
06/04/2021,13:00:00,201.7917,4.271500499196652,198.16776404268683,22.6,1013.0,0.25
06/04/2021,14:00:00,326.7,25.95388424793341,306.8549883124735,24.69167,1013.0,0.25
06/04/2021,15:00:00,268.5417,20.16627338809564,255.47188784293073,24.65,1013.0,0.25
06/04/2021,16:00:00,208.3,15.674810505863826,200.35648457068388,26.125,1013.0,0.25
06/04/2021,17:00:00,109.0417,0.0,109.0417,24.53333,1013.0,0.25
06/04/2021,18:00:00,84.93333,81.65398370402755,69.48153808585286,23.18333,1013.0,0.25
06/04/2021,19:00:00,73.98334,0.0,73.98334,23.29167,1013.0,0.25
06/04/2021,20:00:00,13.075,,,21.775,1013.0,0.25
06/04/2021,21:00:00,1.74,,,17.175,1013.0,0.25
06/04/2021,22:00:00,,,,13.05,1013.0,0.25
06/04/2021,23:00:00,,,,13.94167,1013.0,0.25
06/05/2021,00:00:00,,,,14.825,1013.0,0.25
06/05/2021,01:00:00,,,,12.34167,1013.0,0.25
06/05/2021,02:00:00,,,,13.29167,1013.0,0.25
06/05/2021,03:00:00,,,,13.21667,1013.0,0.25
06/05/2021,04:00:00,,,,13.13333,1013.0,0.25
06/05/2021,05:00:00,1.65,0.0,1.65,12.94167,1013.0,0.25
06/05/2021,06:00:00,14.74167,0.0,14.74167,13.13333,1013.0,0.25
06/05/2021,07:00:00,40.93333,0.0,40.93333,13.85,1013.0,0.25
06/05/2021,08:00:00,44.94167,0.0,44.94167,14.35833,1013.0,0.25
06/05/2021,09:00:00,95.55833,0.0,95.55833,15.50833,1013.0,0.25
06/05/2021,10:00:00,102.9167,0.0,102.9167,17.24167,1013.0,0.25
06/05/2021,11:00:00,53.53333,0.0,53.53333,16.43333,1013.0,0.25
06/05/2021,12:00:00,103.35,0.0,103.35,17.25833,1013.0,0.25
06/05/2021,13:00:00,56.675,0.0,56.675,17.40833,1013.0,0.25
06/05/2021,14:00:00,83.125,0.0,83.125,16.24167,1013.0,0.25
06/05/2021,15:00:00,123.3333,0.0,123.3333,15.83333,1013.0,0.25
06/05/2021,16:00:00,87.575,0.0,87.575,15.5,1013.0,0.25
06/05/2021,17:00:00,96.24167,0.0,96.24167,16.28333,1013.0,0.25
06/05/2021,18:00:00,64.46667,4.340751245620884,63.636964148437414,15.75,1013.0,0.25
06/05/2021,19:00:00,36.5,0.0,36.5,14.85833,1013.0,0.25
06/05/2021,20:00:00,12.95,,,14.03333,1013.0,0.25
06/05/2021,21:00:00,2.118182,,,12.7,1013.0,0.25
06/05/2021,22:00:00,,,,13.59167,1013.0,0.25
06/05/2021,23:00:00,,,,13.4,1013.0,0.25
06/06/2021,00:00:00,,,,13.40833,1013.0,0.25
06/06/2021,01:00:00,,,,13.35833,1013.0,0.25
06/06/2021,02:00:00,,,,13.06667,1013.0,0.25
06/06/2021,03:00:00,,,,12.6,1013.0,0.25
06/06/2021,04:00:00,,,,12.725,1013.0,0.25
06/06/2021,05:00:00,1.025,0.0,1.025,12.6,1013.0,0.25
06/06/2021,06:00:00,13.15,0.0,13.15,12.75,1013.0,0.25
06/06/2021,07:00:00,25.81667,0.0,25.81667,13.20833,1013.0,0.25
06/06/2021,08:00:00,40.14167,0.0,40.14167,13.40833,1013.0,0.25
06/06/2021,09:00:00,58.5,0.0,58.5,14.09167,1013.0,0.25
06/06/2021,10:00:00,70.58334,0.0,70.58334,14.3,1013.0,0.25
06/06/2021,11:00:00,65.225,0.0,65.225,13.86667,1013.0,0.25
06/06/2021,12:00:00,83.36667,0.0,83.36667,14.275,1013.0,0.25
06/06/2021,13:00:00,64.29167,0.0,64.29167,14.175,1013.0,0.25
06/06/2021,14:00:00,63.29167,0.0,63.29167,14.375,1013.0,0.25
06/06/2021,15:00:00,79.85834,0.0,79.85834,15.24167,1013.0,0.25
06/06/2021,16:00:00,66.73334,0.0,66.73334,15.81667,1013.0,0.25
06/06/2021,17:00:00,41.81667,0.0,41.81667,15.43333,1013.0,0.25
06/06/2021,18:00:00,37.99167,0.0,37.99167,14.66667,1013.0,0.25
06/06/2021,19:00:00,19.46667,0.0,19.46667,14.03333,1013.0,0.25
06/06/2021,20:00:00,16.28333,,,14.025,1013.0,0.25
06/06/2021,21:00:00,1.036364,,,13.74167,1013.0,0.25
06/06/2021,22:00:00,,,,13.65833,1013.0,0.25
06/06/2021,23:00:00,,,,13.55,1013.0,0.25
06/07/2021,00:00:00,,,,13.5,1013.0,0.25
06/07/2021,01:00:00,,,,13.49167,1013.0,0.25
06/07/2021,02:00:00,,,,13.0,1013.0,0.25
06/07/2021,03:00:00,,,,13.30833,1013.0,0.25
06/07/2021,04:00:00,,,,13.2,1013.0,0.25
06/07/2021,05:00:00,0.6,0.0,0.6,12.25,1013.0,0.25
06/07/2021,06:00:00,4.175,0.0,4.175,13.24167,1013.0,0.25
06/07/2021,07:00:00,8.875,0.0,8.875,13.29167,1013.0,0.25
06/07/2021,08:00:00,26.45,0.0,26.45,13.18333,1013.0,0.25
06/07/2021,09:00:00,37.21667,0.0,37.21667,13.75833,1013.0,0.25
06/07/2021,10:00:00,61.05833,0.0,61.05833,14.16667,1013.0,0.25
06/07/2021,11:00:00,124.2083,0.0,124.2083,15.14167,1013.0,0.25
06/07/2021,12:00:00,181.9583,1.4995518416150648,180.61412350200945,16.9,1013.0,0.25
06/07/2021,13:00:00,242.7167,6.246270281652368,237.39779837246942,18.71667,1013.0,0.25
06/07/2021,14:00:00,100.6,0.0,100.6,16.93333,1013.0,0.25
06/07/2021,15:00:00,142.4417,0.0,142.4417,17.05833,1013.0,0.25
06/07/2021,16:00:00,87.90833,0.0,87.90833,16.35,1013.0,0.25
06/07/2021,17:00:00,89.21667,0.0,89.21667,17.15,1013.0,0.25
06/07/2021,18:00:00,69.825,36.16258149805547,62.78251334459498,16.70833,1013.0,0.25
06/07/2021,19:00:00,44.875,0.0,44.875,16.98333,1013.0,0.25
06/07/2021,20:00:00,8.325,,,15.30833,1013.0,0.25
06/07/2021,21:00:00,1.618182,,,14.70833,1013.0,0.25
06/07/2021,22:00:00,,,,15.01667,1013.0,0.25
06/07/2021,23:00:00,,,,14.8,1013.0,0.25
06/08/2021,00:00:00,,,,14.65833,1013.0,0.25
06/08/2021,01:00:00,,,,14.46667,1013.0,0.25
06/08/2021,02:00:00,,,,14.2,1013.0,0.25
06/08/2021,03:00:00,,,,14.025,1013.0,0.25
06/08/2021,04:00:00,,,,13.46667,1013.0,0.25
06/08/2021,05:00:00,1.066667,0.0,1.066667,12.925,1013.0,0.25
06/08/2021,06:00:00,6.65,0.0,6.65,12.79167,1013.0,0.25
06/08/2021,07:00:00,23.84167,0.0,23.84167,13.175,1013.0,0.25
06/08/2021,08:00:00,59.81667,0.0,59.81667,14.08333,1013.0,0.25
06/08/2021,09:00:00,86.52728,0.0,86.52728,15.29091,1013.0,0.25
06/10/2021,13:00:00,35.3,0.0,35.3,21.16667,1013.0,0.25
06/10/2021,14:00:00,30.8,0.0,30.8,16.9,1013.0,0.25
06/11/2021,12:00:00,309.5,22.49947169117403,289.3140922520557,27.2,1013.0,0.25
06/11/2021,15:00:00,356.1857,97.54633740840823,292.43334279759966,26.41429,1013.0,0.25
06/11/2021,16:00:00,310.375,152.37965843165176,232.21997982738634,28.18333,1013.0,0.25
06/11/2021,17:00:00,251.2417,326.2505902439055,134.77661790953948,28.55833,1013.0,0.25
06/11/2021,18:00:00,162.2167,473.9825580967718,69.10927505306529,26.90833,1013.0,0.25
06/11/2021,19:00:00,23.39167,0.0,23.39167,22.14167,1013.0,0.25
06/11/2021,20:00:00,17.8,,,20.525,1013.0,0.25
06/11/2021,21:00:00,2.354545,,,16.475,1013.0,0.25
06/11/2021,22:00:00,,,,13.59167,1013.0,0.25
06/11/2021,23:00:00,,,,12.14167,1013.0,0.25
06/12/2021,00:00:00,,,,10.975,1013.0,0.25
06/12/2021,01:00:00,,,,9.991667,1013.0,0.25
06/12/2021,02:00:00,,,,9.35,1013.0,0.25
06/12/2021,03:00:00,,,,8.825,1013.0,0.25
06/12/2021,04:00:00,0.4,0.0,0.4,8.516666,1013.0,0.25
06/12/2021,05:00:00,3.375,0.0,3.375,8.708333,1013.0,0.25
06/12/2021,06:00:00,17.95,0.0,17.95,13.6,1013.0,0.25
06/12/2021,07:00:00,45.26667,0.0,45.26667,20.35833,1013.0,0.25
06/12/2021,08:00:00,109.4667,0.0,109.4667,21.525,1013.0,0.25
06/12/2021,09:00:00,185.1833,1.2372697696894912,184.2120435111179,22.95833,1013.0,0.25
06/12/2021,10:00:00,253.025,2.264695831551588,251.0716590699938,24.56667,1013.0,0.25
06/12/2021,11:00:00,298.2333,10.07819238998951,289.1525580400813,26.73333,1013.0,0.25
06/12/2021,12:00:00,317.0417,11.531415839891453,306.6875513310827,26.11667,1013.0,0.25
06/12/2021,13:00:00,357.3083,18.80719460103238,341.2588475953907,26.51667,1013.0,0.25
06/12/2021,14:00:00,319.5583,18.77859601507805,305.0904483354666,26.81667,1013.0,0.25
06/12/2021,15:00:00,312.55,45.30688006949032,282.88364244889317,27.05833,1013.0,0.25
06/12/2021,16:00:00,166.8667,3.7727899023215303,164.9264320858557,25.11667,1013.0,0.25
06/12/2021,17:00:00,135.2833,20.00036148007484,128.1132511647117,24.43333,1013.0,0.25
06/12/2021,18:00:00,128.8167,244.79656402578095,80.33396017592727,24.35833,1013.0,0.25
06/12/2021,19:00:00,74.30833,0.0,74.30833,19.14167,1013.0,0.25
06/12/2021,20:00:00,19.95833,,,20.15,1013.0,0.25
06/12/2021,21:00:00,2.125,,,18.45833,1013.0,0.25
06/12/2021,22:00:00,,,,16.375,1013.0,0.25
06/12/2021,23:00:00,,,,13.625,1013.0,0.25
06/13/2021,00:00:00,,,,12.35,1013.0,0.25
06/13/2021,01:00:00,,,,11.80833,1013.0,0.25
06/13/2021,02:00:00,,,,11.99167,1013.0,0.25
06/13/2021,03:00:00,,,,12.44167,1013.0,0.25
06/13/2021,04:00:00,0.3,0.0,0.3,11.5,1013.0,0.25
06/13/2021,05:00:00,2.741667,0.0,2.741667,12.51667,1013.0,0.25
06/13/2021,06:00:00,13.36667,0.0,13.36667,15.79167,1013.0,0.25
06/13/2021,07:00:00,26.10833,0.0,26.10833,14.4,1013.0,0.25
06/13/2021,08:00:00,107.9917,0.0,107.9917,20.8,1013.0,0.25
06/13/2021,09:00:00,195.7333,1.4974768837720334,194.55723595147376,22.225,1013.0,0.25
06/13/2021,10:00:00,235.0417,1.9806217688565335,233.33251319718707,21.88333,1013.0,0.25
06/13/2021,11:00:00,306.8083,11.260922374514593,296.65573879946413,22.9,1013.0,0.25
06/13/2021,12:00:00,371.625,18.780104657164088,354.7493562647071,22.54167,1013.0,0.25
06/13/2021,13:00:00,395.15,28.503472725291445,370.8020780021578,22.8,1013.0,0.25
06/13/2021,14:00:00,392.2,44.61097457604864,357.7848041421677,23.95833,1013.0,0.25
06/13/2021,15:00:00,367.4083,100.45333790983601,301.51508675457234,24.78333,1013.0,0.25
06/13/2021,16:00:00,320.7417,168.9952435477434,233.60761250489855,24.63333,1013.0,0.25
06/13/2021,17:00:00,254.4417,330.0071391033082,135.65773888613268,24.51667,1013.0,0.25
06/13/2021,18:00:00,175.4167,490.5589610143667,77.50384290460175,24.30833,1013.0,0.25
06/13/2021,19:00:00,91.78333,0.0,91.78333,24.18333,1013.0,0.25
06/13/2021,20:00:00,24.94167,,,23.33333,1013.0,0.25
06/13/2021,21:00:00,2.566667,,,17.8,1013.0,0.25
06/13/2021,22:00:00,,,,12.74167,1013.0,0.25
06/13/2021,23:00:00,,,,8.491667,1013.0,0.25
06/14/2021,00:00:00,,,,8.266666,1013.0,0.25
06/14/2021,01:00:00,,,,6.95,1013.0,0.25
06/14/2021,02:00:00,,,,6.233333,1013.0,0.25
06/14/2021,03:00:00,,,,5.308333,1013.0,0.25
06/14/2021,04:00:00,0.5,0.0,0.5,4.883333,1013.0,0.25
06/14/2021,05:00:00,2.625,0.0,2.625,4.858333,1013.0,0.25
06/14/2021,06:00:00,10.14167,0.0,10.14167,13.43333,1013.0,0.25
06/14/2021,07:00:00,36.475,0.0,36.475,19.15833,1013.0,0.25
06/14/2021,08:00:00,115.0833,0.0,115.0833,22.7,1013.0,0.25
06/14/2021,09:00:00,199.725,1.5950743068424358,198.4718086045612,21.20833,1013.0,0.25
06/14/2021,10:00:00,273.65,9.322687673061028,265.60141628252353,22.50833,1013.0,0.25
06/14/2021,11:00:00,332.5333,13.535806625443266,320.3231043850723,24.38333,1013.0,0.25
06/14/2021,12:00:00,374.2,19.160146299951638,356.9707397048188,25.125,1013.0,0.25
06/14/2021,13:00:00,392.5833,27.712797987919448,368.88888079213183,26.9,1013.0,0.25
06/14/2021,14:00:00,388.7917,42.81871599368757,355.71826049306736,27.375,1013.0,0.25
06/14/2021,15:00:00,363.15,95.04412612028526,300.69904087520837,28.76667,1013.0,0.25
06/14/2021,16:00:00,317.325,160.5262467464143,234.3553476251084,29.64167,1013.0,0.25
06/14/2021,17:00:00,253.2167,320.4328618284663,137.43710864979812,30.03333,1013.0,0.25
